Kudos Date,Kudos Type,Parent ID
"Jan 12, 2020, 1:10:09 PM",Activity,3002986735
"Jan 12, 2020, 4:30:28 PM",Activity,3005278744
"Jan 12, 2020, 4:30:37 PM",Activity,3005473162
"Jan 12, 2020, 4:30:51 PM",Activity,3005157458
"Jan 12, 2020, 4:30:59 PM",Activity,3005000104
"Jan 15, 2020, 1:13:17 AM",Activity,3012118967
"Jan 15, 2020, 1:13:31 AM",Activity,3011795629
"Jan 15, 2020, 1:13:37 AM",Activity,3011720245
"Jan 15, 2020, 1:13:39 AM",Activity,3012060068
"Jan 15, 2020, 1:13:42 AM",Activity,3009092778
"Jan 15, 2020, 1:13:45 AM",Activity,3012048639
"Jan 15, 2020, 1:14:10 AM",Activity,3009240331
"Jan 15, 2020, 1:14:21 AM",Activity,3008127632
"Jan 15, 2020, 4:36:51 AM",Activity,3012342888
"Jan 15, 2020, 11:54:16 PM",Activity,3013173869
"Jan 15, 2020, 11:54:20 PM",Activity,3014799975
"Jan 15, 2020, 11:54:33 PM",Activity,3013137602
"Jan 15, 2020, 11:54:38 PM",Activity,3014917712
"Jan 16, 2020, 12:53:08 AM",Activity,3015026409
"Jan 16, 2020, 12:53:11 AM",Activity,3015008296
"Jan 17, 2020, 10:44:41 PM",Activity,3019907361
"Jan 17, 2020, 10:44:44 PM",Activity,3020077390
"Jan 17, 2020, 10:44:47 PM",Activity,3018690552
"Jan 17, 2020, 10:45:01 PM",Activity,3019464543
"Jan 18, 2020, 2:23:59 PM",Activity,3020320106
"Jan 18, 2020, 2:24:01 PM",Activity,3021728208
"Jan 18, 2020, 2:24:04 PM",Activity,3021753889
"Jan 18, 2020, 7:50:26 PM",Activity,3022030704
"Jan 18, 2020, 7:50:28 PM",Activity,3022062535
"Jan 18, 2020, 7:50:29 PM",Activity,3021939763
"Jan 18, 2020, 7:50:37 PM",Activity,3022165814
"Jan 18, 2020, 7:50:53 PM",Activity,3022565102
"Jan 18, 2020, 7:50:57 PM",Activity,3022610284
"Jan 19, 2020, 6:26:15 PM",Activity,3025419612
